,Unnamed: 0,Date publication,Type de publication,Titre,Libellé recommandation,Destinataire 1,Destinataire 2,Destinataire 3,text_cleaned,text_preprocess,verbe_inf
1012,1012,08/11/2016,Rapport effectué pour le Parlement,"L'efficience des dépenses fiscales relatives au développement durable
","Préciser la définition des dépenses fiscales pour expliciter leurs objectifs en matière de protection de l'environnement et en assurer un suivi plus précis
",Ministère chargé de l'Écologie et du développement durable,Ministère chargé du Budget et des comptes publics, ,"L'efficience des dépenses fiscales relatives au développement durable
 L'efficience des dépenses fiscales relatives au développement durable
","[efficience, dépenses, fiscales, relatives, développement, durable, efficience, dépenses, fiscales, relatives, développement, durable]","[Préciser, expliciter, assurer]"
1013,1013,08/11/2016,Rapport effectué pour le Parlement,"L'efficience des dépenses fiscales relatives au développement durable
","Lancer, avec le concours des organismes d'évaluation et de recherche, et notamment de l'ADEME et du CGDD, des évaluations globales des politiques menées dans les différents secteurs des transports
",Ministère chargé de l'Écologie et du développement durable,Ministère chargé du Budget et des comptes publics, ,"L'efficience des dépenses fiscales relatives au développement durable
 L'efficience des dépenses fiscales relatives au développement durable
","[efficience, dépenses, fiscales, relatives, développement, durable, efficience, dépenses, fiscales, relatives, développement, durable]",[Lancer]
1014,1014,08/11/2016,Rapport effectué pour le Parlement,"L'efficience des dépenses fiscales relatives au développement durable
","Présenter, dans un rapport unique annexé au projet de loi de finances, pour chacune des dépenses fiscales en faveur de la protection de l'environnement, la dernière évaluation disponible de l'atteinte de ses objectifs
",Ministère chargé de l'Écologie et du développement durable,Ministère chargé du Budget et des comptes publics, ,"L'efficience des dépenses fiscales relatives au développement durable
 L'efficience des dépenses fiscales relatives au développement durable
","[efficience, dépenses, fiscales, relatives, développement, durable, efficience, dépenses, fiscales, relatives, développement, durable]",[Présenter]
1015,1015,08/11/2016,Rapport effectué pour le Parlement,"L'efficience des dépenses fiscales relatives au développement durable
","Après évaluation, donner de la cohérence à l'ensemble des dispositifs fiscaux relatifs au développement durable en remettant en cause les mesures aux effets contradictoires sur l'environnement
",Ministère chargé de l'Écologie et du développement durable,Ministère chargé du Budget et des comptes publics, ,"L'efficience des dépenses fiscales relatives au développement durable
 L'efficience des dépenses fiscales relatives au développement durable
","[efficience, dépenses, fiscales, relatives, développement, durable, efficience, dépenses, fiscales, relatives, développement, durable]",[donner]
1016,1016,20/10/2016,Rapport effectué pour le Parlement,L'enseignement français à l'étranger,Etablir une cartographie prospective ayant vocation à constituer un outil de dialogue entre tous les acteurs de l'enseignement français à l'étranger.,Ministère chargé des affaires étrangères et européennes, , ,L'enseignement français à l'étranger L'enseignement français à l'étranger,"[enseignement, français, étranger, enseignement, français, étranger]","[Etablir, constituer, étranger]"
1017,1017,20/10/2016,Rapport effectué pour le Parlement,L'enseignement français à l'étranger,Fournir à tous les élèves un numéro d'identification étudiant (INE) afin de pouvoir assurer leur suivi dans l'enseignement supérieur français.,Ministère chargé des affaires étrangères et européennes, , ,L'enseignement français à l'étranger L'enseignement français à l'étranger,"[enseignement, français, étranger, enseignement, français, étranger]","[Fournir, assurer]"
1018,1018,20/10/2016,Rapport effectué pour le Parlement,L'enseignement français à l'étranger,"Intégrer l'Association des anciens des lycées français du monde dans la structure de gouvernance du réseau et lui donner les moyens, sur la base d'une convention, de déployer une mission d'influence.",Ministère chargé des affaires étrangères et européennes, , ,L'enseignement français à l'étranger L'enseignement français à l'étranger,"[enseignement, français, étranger, enseignement, français, étranger]","[Intégrer, donner, déployer]"
1019,1019,20/10/2016,Rapport effectué pour le Parlement,L'enseignement français à l'étranger,"Accroître la place des parents dans la gouvernance des établissements et de l'AEFE, en particulier en matière d'information budgétaire dans les établissements en gestion directe.",Ministère chargé des affaires étrangères et européennes, , ,L'enseignement français à l'étranger L'enseignement français à l'étranger,"[enseignement, français, étranger, enseignement, français, étranger]",[Accroître]
1020,1020,20/10/2016,Rapport effectué pour le Parlement,L'enseignement français à l'étranger,"Etablir pour les établissements en gestion directe d'une part, et pour les établissements conventionnés d'autre part, une valeur cible de la proportion entre les financements publics français et les autres sources de financements afin de calibrer l'évolution du réseau à partir de cette référence.",Ministère chargé des affaires étrangères et européennes, , ,L'enseignement français à l'étranger L'enseignement français à l'étranger,"[enseignement, français, étranger, enseignement, français, étranger]","[calibrer, partir]"
1021,1021,20/10/2016,Rapport effectué pour le Parlement,L'enseignement français à l'étranger,"Etablir de nouvelles règles de gestion pour les enseignants résidents, en supprimant les recrutements différés et en mettant progressivement un terme à la notion de reconduction tacite du détachement.",Ministère chargé des affaires étrangères et européennes, , ,L'enseignement français à l'étranger L'enseignement français à l'étranger,"[enseignement, français, étranger, enseignement, français, étranger]",[Etablir]
1022,1022,20/10/2016,Rapport effectué pour le Parlement,L'enseignement français à l'étranger,Réduire progressivement la proportion d'expatriés au profit des résidents parmi les titulaires détachés dans l'enseignement français à l'étranger à effectif total d'enseignants français détachés au moins maintenu.,Ministère chargé des affaires étrangères et européennes, , ,L'enseignement français à l'étranger L'enseignement français à l'étranger,"[enseignement, français, étranger, enseignement, français, étranger]","[Réduire, étranger]"
1023,1023,20/10/2016,Rapport effectué pour le Parlement,L'enseignement français à l'étranger,"Valoriser le statut de recruté local dans tous les types d'établissement par une formation d'intégration, la création d'un parcours professionnel et l'accès aux responsabilités pédagogiques et administratives des intéressés.",Ministère chargé des affaires étrangères et européennes, , ,L'enseignement français à l'étranger L'enseignement français à l'étranger,"[enseignement, français, étranger, enseignement, français, étranger]",[Valoriser]
1024,1024,20/01/2016,Rapport effectué pour le Parlement,L'hospitalisation à domicile,Mener à son terme l'élaboration des référentiels d'activité de l'HAD.,Ministère chargé de la Santé et des affaires sociales,UNCAM/CNAMTS,Haute autorité de santé,L'hospitalisation à domicile L'hospitalisation à domicile,"[hospitalisation, domicile, hospitalisation, domicile]",[Mener]
1025,1025,20/01/2016,Rapport effectué pour le Parlement,L'hospitalisation à domicile,Réaliser des évaluations médico-économiques de l'hospitalisation à domicile par rapport aux prises en charge hospitalières conventionnelles et à différents autres types de prise en charge extra-hospitalière en ville.,Ministère chargé de la Santé et des affaires sociales,UNCAM/CNAMTS, ,L'hospitalisation à domicile L'hospitalisation à domicile,"[hospitalisation, domicile, hospitalisation, domicile]",[Réaliser]
1026,1026,20/01/2016,Rapport effectué pour le Parlement,L'hospitalisation à domicile,"Mener à bien dans les meilleurs délais l'étude nationale des coûts, en s'appuyant en tant que de besoin sur des évaluations à dire d'experts, et mettre en oeuvre une réforme de la tarification de l'HAD.",Ministère chargé de la Santé et des affaires sociales,Ministère chargé de la Santé et des affaires sociales, ,L'hospitalisation à domicile L'hospitalisation à domicile,"[hospitalisation, domicile, hospitalisation, domicile]","[Mener, dire, mettre]"
1027,1027,20/01/2016,Rapport effectué pour le Parlement,L'hospitalisation à domicile,Recomposer fortement l'offre de soins en HAD par regroupement des petites structures.,Ministère chargé de la Santé et des affaires sociales,Ministère chargé de la Santé et des affaires sociales, ,L'hospitalisation à domicile L'hospitalisation à domicile,"[hospitalisation, domicile, hospitalisation, domicile]",[]
1028,1028,20/01/2016,Rapport effectué pour le Parlement,L'hospitalisation à domicile,"Simplifier le régime d'autorisation et assouplir la répartition des missions entre médecin
traitant, médecin coordonnateur d'HAD et le cas échéant médecin coordonnateur
d'EHPAD, pour faciliter notamment l'ajustement des prescriptions à l'évolution de l'état
de santé des patients.",Ministère chargé de la Santé et des affaires sociales,Ministère chargé de la Santé et des affaires sociales, ,L'hospitalisation à domicile L'hospitalisation à domicile,"[hospitalisation, domicile, hospitalisation, domicile]","[assouplir, faciliter]"
1029,1029,20/01/2016,Rapport effectué pour le Parlement,L'hospitalisation à domicile,"Faciliter les coopérations entre SSIAD et HAD, pour permettre la prise en charge
conjointe de certaines situations.",Ministère chargé de la Santé et des affaires sociales,Ministère chargé de la Santé et des affaires sociales, ,L'hospitalisation à domicile L'hospitalisation à domicile,"[hospitalisation, domicile, hospitalisation, domicile]","[Faciliter, permettre]"
