Date publication	Type de publication	Titre	Libellé recommandation	Destinataire 1	Destinataire 2	Destinataire 3					
20/09/2016	RALFSS	La situation et les perspectives financières de la sécurité sociale	Consolider  le  financement  du  FSV  par  l'affectation  de  ressources stables et en rapport avec le niveau de ses charges de façon à assurer son équilibre financier durable.	Ministère chargé de la Santé et des affaires sociales	 	 					
20/09/2016	RALFSS	La situation et les perspectives financières de la sécurité sociale	Organiser  sans  délai  la  reprise  par  la  CADES  des  dettes  encore portées par l'ACOSS fin 2016, ainsi que de celles accumulées par le régime des exploitants agricoles et celui des mines, en prévoyant les ressources nécessaires à leur amortissement et en mobilisant par priorité à cet effet les réserves disponibles du fonds de réserve des retraites.	Ministère chargé de la Santé et des affaires sociales	 	 					
20/09/2016	RALFSS	Les  réformes  des  retraites  des  salariés  du  secteur privé	Fonder  les  prévisions  financières  des  régimes  de  retraite  sur l'élaboration par un organisme indépendant d'un scénario central assorti d'une ou deux variante(s) et privilégier à ce titre un horizon à 15/25 ans (2030/2040), tout en conservant la référence à un horizon plus lointain (2060).	Ministère chargé de la Santé et des affaires sociales	 	 					
20/09/2016	RALFSS	Les  réformes  des  retraites  des  salariés  du  secteur privé	Organiser une concertation systématique entre l'État, les partenaires sociaux et les gestionnaires des régimes sur l'évolution financière des régimes  de  salariés  du  secteur  du  privé,  les  perspectives d'ajustements en résultant, et plus généralement le respect des objectifs fixés par la loi du 20 janvier 2014 dans le cadre d'une instance commune à créer.	Ministère chargé de la Santé et des affaires sociales	 	 					
20/09/2016	RALFSS	Les  réformes  des  retraites  des  salariés  du  secteur privé	Dans le cadre de cette dernière, déterminer par anticipation les modalités d'ajustement des paramètres des retraites des salariés du secteur privé qui pourraient être mises en oeuvre afin d'assurer l'équilibre financier des régimes par la voie de mesures cohérentes, progressives, équitables et évitant tout retard.	Ministère chargé de la Santé et des affaires sociales	 	 					
20/09/2016	RALFSS	Les  réformes  des  retraites  des  salariés  du  secteur privé	Confier au Conseil d'orientation des retraites la mission d'identifier les modalités d'ajustement à la disposition des pouvoirs publics et des partenaires sociaux, d'analyser leur incidence financière et de mesurer leurs effets sur la situation des assurés au cas particulier des retraites des salariés du secteur privé.	Ministère chargé de la Santé et des affaires sociales	 	 					
20/09/2016	RALFSS	Les  soins  bucco-dentaires	Réorganiser à moyen terme les responsabilités et  les  financements entre l'assurance maladie obligatoire et les assurances maladie complémentaires, à la première revenant de Financer à 100 % un suivi annuel obligatoire et les soins conservateurs associés, aux secondes de  prendre  en  charge  le  financement  des  soins  prothétiques  au premier euro, en veillant à la neutralité financière pour l'assurance maladie obligatoire de ce nouveau modèle (orientation).	Ministère chargé de la Santé et des affaires sociales	 	 					
20/09/2016	RALFSS	Les  soins  bucco-dentaires	Définir et mettre en ?uvre une stratégie globale en faveur de la santé bucco-dentaire, appuyée sur des enquêtes épidémiologiques périodiques et déclinée en plans d'action.	 	Ministère chargé de la Santé et des affaires sociales	 					
20/09/2016	RALFSS	Les  soins  bucco-dentaires	instaurer une procédure d'accréditation garantissant la qualité et la sécurité des soins délivrés dans les cabinets dentaires, en lien avec l'établissement  d'indicateurs  pertinents  par  la  Haute  Autorité  de santé.	 	Ministère chargé de la Santé et des affaires sociales	Ministère chargé de la Santé et des affaires sociales					
20/09/2016	RALFSS	Les  soins  bucco-dentaires	Instituer  par  une  disposition   législative   une   obligation   de transmission à l'assurance maladie obligatoire et aux assureurs complémentaires des informations relatives à l'ensemble des actes, y compris non remboursables, en conditionnant les prises en charge de cotisations sociales au respect de cette obligation.	 	Ministère chargé de la Santé et des affaires sociales	UNCAM/CNAMTS					
20/09/2016	RALFSS	Les  soins  bucco-dentaires	Mettre en place, à partir des bases de données de l'assurance maladie, des requêtes standardisées et automatisées permettant de détecter les actes et facturations atypiques et de sanctionner effectivement les praticiens fautifs.	 	UNCAM/CNAMTS	 					
20/09/2016	RALFSS	Les  soins  bucco-dentaires	Plafonner par la voie législative les tarifs des actes prothétiques les plus fréquents.	Ministère chargé de la Santé et des affaires sociales	 	 					
20/09/2016	RALFSS	Les  soins  bucco-dentaires	Mettre en place un conventionnement sélectif des chirurgiens- dentistes, comme le permet la loi de financement pour 2016.	 	UNCAM/CNAMTS	 					
20/09/2016	RALFSS	Les  soins  bucco-dentaires	Publier sans délai le décret fixant, dans les contrats responsables, des plafonds aux tarifs pris en charge par les organismes d'assurance complémentaire en matière de soins bucco-dentaires.	Ministère chargé de la Santé et des affaires sociales	 	 					
20/09/2016	RALFSS	Les  soins  bucco-dentaires	Lever les obstacles au développement e tau fonctionnement des réseaux de soins bucco-dentaires, notamment en leur garantissant un accès intégral aux données de facturation.	 	UNCAM/CNAMTS	 					
20/09/2016	RALFSS	Les tableaux d'équilibre et le tableau patrimonial	Mettre  fin  aux  contractions  de  produits  et  de  charges  dans  les tableaux d'équilibre, non conformes au cadre normatif fixé par la loi organique relative aux lois de financement de la sécurité sociale pour l'établissement des comptes des régimes obligatoires de base de sécurité sociale (recommandation réitérée).	Ministère chargé de la Santé et des affaires sociales	 	 					
25/05/2016	RBDE	Le budget de l'État en 2015 - Résultats et gestion	Faire figurer en loi de finances initiale et en loi de règlement, la décomposition des soldes, structurel et conjoncturel de l'article liminaire pour l'État comme par sous-secteur d'administrations publiques	Ministère chargé de l'Économie et des Finances	Ministère chargé du Budget et des comptes publics	 					
25/05/2016	RBDE	Le budget de l'État en 2015 - Résultats et gestion	Expliciter, dans un document annexé au PLF, les méthodes et le processus de prévision des recettes pour les principaux impôts.	Ministère chargé du Budget et des comptes publics	 	 					
25/05/2016	RBDE	Le budget de l'État en 2015 - Résultats et gestion	Réaliser et publier, dans l'annexe Voies et moyens du projet de loi de finances, des analyses approfondies des écarts entre prévision et exécution de recettes fiscales.	Ministère chargé du Budget et des comptes publics	 	 					
25/05/2016	RBDE	Le budget de l'État en 2015 - Résultats et gestion	Modifier la présentation du tableau d'équilibre des ressources et des dépenses dans les lois de finances en déduisant des recettes fiscales brutes de l'État, les seuls remboursements et dégrèvements relatifs à des impôts d'État pour la détermination des recettes fiscales nettes.	Ministère chargé du Budget et des comptes publics	 	 					
25/05/2016	RBDE	Le budget de l'État en 2015 - Résultats et gestion	Procéder à l'évaluation exhaustive des dépenses fiscales d'ici à fin 2019.	Ministère chargé du Budget et des comptes publics	 	 					
25/05/2016	RBDE	Le budget de l'État en 2015 - Résultats et gestion	Compléter les documents budgétaires (PAP et RAP) en classant les dépenses fiscales en fonction des objectifs du programme auquel elles se rattachent.	Ministère chargé du Budget et des comptes publics	 	 					
25/05/2016	RBDE	Le budget de l'État en 2015 - Résultats et gestion	A l'image de la charte de budgétisation qui s'applique aux dépenses budgétaires sous norme, formaliser des règles précises de définition et de modification du périmètre des dépenses fiscales et des crédits d'impôts soumis au plafond de la LPFP (?charte d'évaluation des dépenses fiscales et des crédits d'impôts?).	Ministère chargé du Budget et des comptes publics	 	 					
25/05/2016	RBDE	Le budget de l'État en 2015 - Résultats et gestion	Mettre en place un dispositif de suivi infra-annuel de la norme en rendant publique une prévision d'exécution de celle-ci à trois reprises en cours de gestion (présentation du programme de stabilité, débat d'orientation budgétaire et présentation du PLF de l'année suivante).	Ministère chargé du Budget et des comptes publics	 	 					
